"","A2","A3","A5","A7","A8","B3","Age","B7","B9","B11","B12","C2","C12","E2_9group","E4_21group","E6","E7","E8_a","E8_b","E8_c","E8_d","E8_e","E8_f","E8_g","E8_h","E8_i","E9","E10","E13","E13_1","E14_1","E14_2","E14_Result","E15","E16","E17","E22","E23","E24","G1_1","G1_2","J8","J9","J10_1","J10_2","J11_1","J11_2","J12_14group","J13","J14","J15","J15_Year","J16","J17_10group","J18","J19","J20","J21","J22","Weights_1","WeightsCalib_1","Weights_Year","WeightsCalib_Year","resident","nonresident","LR_WAP","LF","PNLF","empj","underemployed","iempj","emsj","iemsj","LU1_unemployed","LU2_combined","LU3_potential","LU4_composite","long_term_unemployed"
"1725",7,1,1,4,4,2,26,8,2,1,5,1,1,3,17,2,1,1,1,1,1,2,2,1,2,2,NA,3,6,NA,80000,0,1,NA,4,1,1,7,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.535752272958,206.052047929112,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726",10,1,1,4,3,2,45,10,2,2,5,1,1,2,16,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,68000,0,1,NA,4,1,1,7,2,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.535752272958,206.052047929112,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727",1,1,1,1,1,1,21,5,1,1,5,1,1,5,7,2,2,2,2,2,2,2,2,2,2,2,NA,3,1,3,50000,0,1,NA,4,1,1,3,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.535752272958,448.28764648853,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1728",4,1,1,5,4,2,35,7,2,1,5,1,1,3,17,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,55000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.535752272958,448.28764648853,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729",5,1,1,5,3,2,59,5,2,3,5,1,1,5,9,2,2,2,2,2,2,2,2,2,2,2,NA,3,1,3,80000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.535752272958,448.28764648853,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1730",6,1,1,9,6,2,58,4,2,2,5,1,1,8,3,2,1,1,1,1,2,2,2,1,2,2,NA,3,7,NA,75000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.535752272958,448.28764648853,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731",6,1,1,9,6,2,26,4,2,1,5,1,1,8,3,2,1,1,1,1,2,2,2,1,2,2,NA,3,7,NA,75000,0,1,NA,4,1,1,4,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.535752272958,448.28764648853,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732",10,1,1,3,2,2,40,5,2,2,5,1,1,9,16,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,55000,0,1,NA,4,1,1,3,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.535752272958,448.28764648853,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1733",1,1,1,7,5,2,62,7,2,2,5,1,1,7,3,2,1,1,1,1,1,2,3,1,2,2,NA,3,7,NA,60000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.551059480757,60.8506714155377,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734",2,1,1,2,2,1,64,10,2,2,5,1,1,2,6,2,1,1,1,1,1,2,2,1,2,2,NA,3,4,NA,150000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.551059480757,60.8506714155377,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735",2,1,1,2,2,2,61,10,2,2,5,1,1,2,13,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1e+05,0,1,NA,4,1,1,7,2,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.551059480757,60.8506714155377,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736",4,1,1,5,5,1,46,5,2,2,5,1,1,3,13,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,40000,0,1,NA,4,1,1,7,2,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.551059480757,60.8506714155377,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1737",4,1,1,5,5,2,44,10,2,2,5,1,1,2,16,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,80000,0,1,NA,4,1,1,7,2,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.551059480757,60.8506714155377,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1738",8,1,1,2,2,1,54,10,2,2,5,1,1,1,8,2,1,1,1,1,1,2,2,1,2,2,NA,3,1,3,1e+05,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.551059480757,60.8506714155377,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739",8,1,1,2,2,2,55,10,2,2,5,1,1,2,16,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,70000,0,1,NA,4,1,1,7,1,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.551059480757,60.8506714155377,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740",9,1,1,8,4,1,54,5,2,2,5,1,1,5,3,2,1,1,1,1,1,2,1,1,2,2,NA,3,6,NA,2e+05,0,1,NA,4,3,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.551059480757,60.8506714155377,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741",9,1,1,8,4,2,30,7,2,2,5,1,1,5,3,2,1,1,1,3,3,2,2,3,2,2,NA,3,2,NA,1e+05,0,1,NA,4,2,1,2,1,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.551059480757,60.8506714155377,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1742",11,1,1,6,2,2,65,10,2,4,5,1,1,2,15,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,220000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.551059480757,60.8506714155377,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743",11,1,1,6,2,1,26,8,2,1,5,1,1,3,7,2,1,1,1,1,1,2,2,3,2,2,NA,3,2,NA,140000,0,1,NA,4,2,1,5,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.551059480757,60.8506714155377,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744",2,1,1,5,5,1,48,6,2,2,5,1,1,7,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,20000,0,1,NA,1,1,1,7,2,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.211785162645,23.2999999999788,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1745",2,1,1,5,5,1,21,5,1,1,5,1,1,4,10,2,1,1,1,1,1,2,2,1,2,2,NA,3,6,NA,130000,0,1,NA,4,1,1,3,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.211785162645,23.2999999999788,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1746",3,1,1,1,1,1,60,7,2,1,5,10,1,5,7,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,75000,0,1,NA,4,1,1,7,1,55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.211785162645,23.2999999999788,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1747",4,1,1,8,6,2,48,5,2,2,5,1,1,7,3,2,1,2,1,2,1,2,2,3,2,2,NA,3,7,NA,30000,0,1,NA,4,1,1,6,2,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.211785162645,23.2999999999788,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748",7,1,1,3,2,1,36,5,2,2,5,1,1,7,7,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,3e+05,0,1,NA,4,1,1,7,1,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.211785162645,23.2999999999788,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1749",9,1,1,3,2,1,52,6,2,2,5,1,1,8,8,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,90000,0,1,NA,4,1,1,7,1,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.211785162645,23.2999999999788,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1750",9,1,1,3,2,2,41,10,2,2,5,1,1,5,7,2,2,2,2,2,2,2,2,2,2,2,NA,3,1,2,60000,0,1,NA,4,2,1,5,1,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.211785162645,23.2999999999788,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1751",8,1,1,3,3,1,59,8,2,2,5,1,1,9,6,2,1,1,1,1,2,2,2,1,2,2,NA,3,1,3,60000,0,1,NA,4,2,1,1,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.535752272958,301.09663753224,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752",8,1,1,3,3,1,23,5,2,1,5,1,1,5,7,2,2,2,2,2,2,2,2,2,2,2,NA,3,1,3,50000,0,1,NA,4,1,1,3,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.535752272958,301.09663753224,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1753",1,2,1,5,3,2,66,5,2,2,5,1,1,5,7,2,1,1,1,1,1,2,2,1,2,2,NA,3,1,2,60000,0,1,NA,4,1,1,7,1,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754",1,2,1,5,3,1,47,5,2,2,5,1,1,1,7,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,2e+05,0,1,NA,4,1,1,7,1,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1755",1,2,1,5,3,2,37,8,2,2,5,1,1,3,15,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,0,0,6,NA,NA,2,4,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1756",3,2,1,7,5,1,65,5,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,0,0,6,NA,NA,1,1,7,2,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1757",3,2,1,7,5,2,31,5,2,1,5,1,1,3,7,2,2,2,2,2,2,2,2,2,2,2,NA,3,1,3,60000,0,1,NA,4,1,1,6,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1758",3,2,1,7,5,1,29,5,2,2,5,1,1,8,8,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,NA,1e+05,0,1,NA,4,1,1,5,1,84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1759",3,2,1,7,5,2,29,8,2,2,5,1,1,1,14,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,150000,0,1,NA,4,2,1,5,1,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760",6,2,1,4,4,2,58,10,2,2,5,1,1,1,17,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,165000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761",6,2,1,4,4,2,28,11,2,1,5,1,1,3,17,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,83000,0,1,NA,4,2,1,6,1,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1762",6,2,1,4,4,2,27,11,2,1,5,1,1,2,17,2,1,1,1,1,1,2,2,1,1,1,NA,1,NA,NA,105000,0,1,NA,4,1,1,6,1,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763",8,2,1,8,7,1,29,5,2,2,5,1,1,5,9,2,1,1,1,1,1,2,2,3,3,2,NA,3,7,NA,150000,0,1,NA,4,1,1,7,1,84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764",8,2,1,8,7,1,25,4,2,2,5,1,1,4,9,2,1,1,1,1,1,2,2,3,3,1,NA,3,7,NA,75000,0,1,NA,4,1,1,3,1,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765",10,2,1,3,2,2,33,5,2,2,5,1,1,9,3,1,1,1,1,1,1,2,2,1,2,1,NA,3,7,NA,80000,0,1,NA,4,1,1,5,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766",11,2,1,4,3,1,55,5,2,2,5,1,1,8,8,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,1200000,0,1,NA,4,1,1,7,1,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1767",2,2,2,5,2,1,38,5,2,2,5,1,1,9,3,1,1,1,1,1,1,2,2,1,2,2,NA,3,7,NA,150000,0,1,NA,4,1,1,6,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7208602338161,22.3598951305007,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1768",7,2,2,7,5,1,66,5,2,2,5,1,1,9,1,1,2,2,2,2,2,2,2,2,2,1,NA,3,7,NA,150000,0,1,NA,4,1,4,7,1,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7208602338161,22.3598951305007,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1769",7,2,2,7,5,2,67,4,2,2,5,1,1,9,1,1,2,2,2,2,2,2,2,2,2,1,NA,3,1,1,120000,0,1,NA,4,1,4,6,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7208602338161,22.3598951305007,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1770",7,2,2,7,5,1,30,5,2,2,5,1,1,7,3,1,1,1,1,1,1,2,2,1,2,2,NA,3,7,NA,130000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7208602338161,22.3598951305007,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1771",8,2,2,4,4,2,57,5,2,2,5,1,1,9,1,1,2,2,2,2,2,2,2,2,2,1,NA,3,1,5,90000,0,1,NA,4,1,4,7,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7208602338161,22.3598951305007,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1772",9,2,2,3,3,1,44,5,2,2,5,1,1,9,16,1,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,70000,0,1,NA,4,1,1,7,1,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7208602338161,22.3598951305007,1,NA,1,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
"1773",9,2,2,3,3,2,15,4,1,1,5,1,1,9,1,1,2,2,2,2,2,2,2,2,2,1,NA,3,1,1,40000,0,1,NA,4,1,1,1,2,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7208602338161,22.3598951305007,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1774",10,2,2,2,1,2,62,5,2,3,5,1,1,9,1,1,2,2,2,2,2,2,2,2,2,1,NA,3,2,NA,120000,0,1,NA,4,1,3,1,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7208602338161,22.3598951305007,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1775",11,2,2,5,4,2,45,5,2,2,5,1,1,9,1,1,2,2,2,2,2,2,2,2,2,1,NA,3,2,NA,120000,0,1,NA,4,1,3,1,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7208602338161,22.3598951305007,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1776",11,2,2,5,4,1,21,5,2,1,5,1,1,5,15,2,1,1,1,1,1,2,3,1,3,3,NA,1,NA,NA,120000,0,1,NA,4,1,1,5,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7208602338161,22.3598951305007,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1777",3,2,2,4,4,2,44,5,2,2,5,1,1,6,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,4,0,0,6,NA,NA,1,1,5,2,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7527482114814,64.9474143772966,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1778",3,2,2,4,4,1,24,5,2,2,5,1,1,6,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,0,0,6,NA,NA,1,3,6,2,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7527482114814,64.9474143772966,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
"1779",4,2,2,5,4,1,56,5,2,2,5,1,1,8,8,2,2,2,2,2,2,2,2,2,2,2,NA,3,7,NA,150000,0,1,NA,4,1,1,7,1,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7527482114814,64.9474143772966,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
"1780",5,2,2,3,2,1,55,5,2,2,5,1,1,8,8,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,150000,0,1,NA,4,1,1,7,1,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7527482114814,64.9474143772966,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
"1781",6,2,2,6,4,1,30,5,2,2,5,1,1,5,15,1,1,1,1,1,1,2,3,1,3,3,NA,1,NA,NA,110000,0,1,NA,4,1,1,6,1,72,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7527482114814,64.9474143772966,1,NA,1,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
"1782",8,2,2,7,5,2,54,5,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,3,0,0,6,NA,NA,1,1,5,2,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7527482114814,64.9474143772966,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1783",10,2,2,4,4,1,57,5,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,0,0,6,NA,NA,1,4,7,2,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7527482114814,64.9474143772966,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1784",10,2,2,4,4,2,49,5,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,4,0,0,6,NA,NA,1,1,6,2,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7527482114814,64.9474143772966,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1785",11,2,2,4,1,2,62,10,2,3,5,1,1,2,16,1,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,62000,0,1,NA,4,1,1,7,2,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7527482114814,64.9474143772966,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1786",1,2,2,4,4,1,56,5,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,0,0,6,NA,NA,1,4,7,2,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.910617693247,60.7251784200787,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1787",1,2,2,4,4,2,51,5,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,40000,40000,5,NA,4,1,1,7,2,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.910617693247,60.7251784200787,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1788",1,2,2,4,4,1,30,5,2,2,5,1,1,5,15,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,85000,0,1,NA,4,1,1,7,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.910617693247,60.7251784200787,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1789",2,2,2,4,2,1,37,5,2,2,1,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,60000,40000,5,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.910617693247,60.7251784200787,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
